"id","label","source","source_url","method","url","path","query_string","headers","body","raw_request","notes"
"norm_csic_000001","0","csic_2010","data/csic_database.csv","GET","http://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg","/tienda1/miembros/imagenes/zarauz.jpg","","{""User-Agent"": ""Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)"", ""Pragma"": ""no-cache"", ""Cache-Control"": ""no-cache"", ""Accept"": ""text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5"", ""Accept-Encoding"": ""x-gzip, x-deflate, gzip, deflate"", ""Accept-Charset"": ""utf-8, utf-8;q=0.5, *;q=0.5"", ""Accept-Language"": ""en"", ""Host"": ""localhost:8080"", ""Cookie"": ""PRESENT"", ""Connection"": ""close""}","","GET /tienda1/miembros/imagenes/zarauz.jpg HTTP/1.1
User-Agent: Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)
Pragma: no-cache
Cache-Control: no-cache
Accept: text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5
Accept-Encoding: x-gzip, x-deflate, gzip, deflate
Accept-Charset: utf-8, utf-8;q=0.5, *;q=0.5
Accept-Language: en
Host: localhost:8080
Cookie: PRESENT
Connection: close","csic_normal"
"norm_csic_000002","0","csic_2010","data/csic_database.csv","GET","http://localhost:8080/tienda1/global/menum.jsp","/tienda1/global/menum.jsp","","{""User-Agent"": ""Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)"", ""Pragma"": ""no-cache"", ""Cache-Control"": ""no-cache"", ""Accept"": ""text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5"", ""Accept-Encoding"": ""x-gzip, x-deflate, gzip, deflate"", ""Accept-Charset"": ""utf-8, utf-8;q=0.5, *;q=0.5"", ""Accept-Language"": ""en"", ""Host"": ""localhost:8080"", ""Cookie"": ""PRESENT"", ""Connection"": ""close""}","","GET /tienda1/global/menum.jsp HTTP/1.1
User-Agent: Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)
Pragma: no-cache
Cache-Control: no-cache
Accept: text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5
Accept-Encoding: x-gzip, x-deflate, gzip, deflate
Accept-Charset: utf-8, utf-8;q=0.5, *;q=0.5
Accept-Language: en
Host: localhost:8080
Cookie: PRESENT
Connection: close","csic_normal"
"norm_csic_000003","0","csic_2010","data/csic_database.csv","GET","http://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg","/tienda1/miembros/imagenes/zarauz.jpg","","{""User-Agent"": ""Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)"", ""Pragma"": ""no-cache"", ""Cache-Control"": ""no-cache"", ""Accept"": ""text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5"", ""Accept-Encoding"": ""x-gzip, x-deflate, gzip, deflate"", ""Accept-Charset"": ""utf-8, utf-8;q=0.5, *;q=0.5"", ""Accept-Language"": ""en"", ""Host"": ""localhost:8080"", ""Cookie"": ""PRESENT"", ""Connection"": ""close""}","","GET /tienda1/miembros/imagenes/zarauz.jpg HTTP/1.1
User-Agent: Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)
Pragma: no-cache
Cache-Control: no-cache
Accept: text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5
Accept-Encoding: x-gzip, x-deflate, gzip, deflate
Accept-Charset: utf-8, utf-8;q=0.5, *;q=0.5
Accept-Language: en
Host: localhost:8080
Cookie: PRESENT
Connection: close","csic_normal"
"norm_csic_000004","0","csic_2010","data/csic_database.csv","GET","http://localhost:8080/tienda1/miembros/salir.jsp","/tienda1/miembros/salir.jsp","","{""User-Agent"": ""Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)"", ""Pragma"": ""no-cache"", ""Cache-Control"": ""no-cache"", ""Accept"": ""text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5"", ""Accept-Encoding"": ""x-gzip, x-deflate, gzip, deflate"", ""Accept-Charset"": ""utf-8, utf-8;q=0.5, *;q=0.5"", ""Accept-Language"": ""en"", ""Host"": ""localhost:8080"", ""Cookie"": ""PRESENT"", ""Connection"": ""close""}","","GET /tienda1/miembros/salir.jsp HTTP/1.1
User-Agent: Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)
Pragma: no-cache
Cache-Control: no-cache
Accept: text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5
Accept-Encoding: x-gzip, x-deflate, gzip, deflate
Accept-Charset: utf-8, utf-8;q=0.5, *;q=0.5
Accept-Language: en
Host: localhost:8080
Cookie: PRESENT
Connection: close","csic_normal"
"norm_csic_000005","0","csic_2010","data/csic_database.csv","POST","http://localhost:8080/tienda1/publico/pagar.jsp","/tienda1/publico/pagar.jsp","","{""User-Agent"": ""Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)"", ""Pragma"": ""no-cache"", ""Cache-Control"": ""no-cache"", ""Accept"": ""text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5"", ""Accept-Encoding"": ""x-gzip, x-deflate, gzip, deflate"", ""Accept-Charset"": ""utf-8, utf-8;q=0.5, *;q=0.5"", ""Accept-Language"": ""en"", ""Host"": ""localhost:8080"", ""Cookie"": ""PRESENT"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Connection"": ""close"", ""Content-Length"": ""42""}","modo=insertar&precio=116&B1=Pasar+por+caja","POST /tienda1/publico/pagar.jsp HTTP/1.1
User-Agent: Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)
Pragma: no-cache
Cache-Control: no-cache
Accept: text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5
Accept-Encoding: x-gzip, x-deflate, gzip, deflate
Accept-Charset: utf-8, utf-8;q=0.5, *;q=0.5
Accept-Language: en
Host: localhost:8080
Cookie: PRESENT
Content-Type: application/x-www-form-urlencoded
Connection: close
Content-Length: 42

modo=insertar&precio=116&B1=Pasar+por+caja","csic_normal"
"norm_csic_000006","0","csic_2010","data/csic_database.csv","GET","http://localhost:8080/tienda1/index.jsp","/tienda1/index.jsp","","{""User-Agent"": ""Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)"", ""Pragma"": ""no-cache"", ""Cache-Control"": ""no-cache"", ""Accept"": ""text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5"", ""Accept-Encoding"": ""x-gzip, x-deflate, gzip, deflate"", ""Accept-Charset"": ""utf-8, utf-8;q=0.5, *;q=0.5"", ""Accept-Language"": ""en"", ""Host"": ""localhost:8080"", ""Cookie"": ""PRESENT"", ""Connection"": ""close""}","","GET /tienda1/index.jsp HTTP/1.1
User-Agent: Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)
Pragma: no-cache
Cache-Control: no-cache
Accept: text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5
Accept-Encoding: x-gzip, x-deflate, gzip, deflate
Accept-Charset: utf-8, utf-8;q=0.5, *;q=0.5
Accept-Language: en
Host: localhost:8080
Cookie: PRESENT
Connection: close","csic_normal"
"norm_csic_000007","0","csic_2010","data/csic_database.csv","GET","http://localhost:8080/tienda1/global/estilos.css","/tienda1/global/estilos.css","","{""User-Agent"": ""Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)"", ""Pragma"": ""no-cache"", ""Cache-Control"": ""no-cache"", ""Accept"": ""text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5"", ""Accept-Encoding"": ""x-gzip, x-deflate, gzip, deflate"", ""Accept-Charset"": ""utf-8, utf-8;q=0.5, *;q=0.5"", ""Accept-Language"": ""en"", ""Host"": ""localhost:8080"", ""Cookie"": ""PRESENT"", ""Connection"": ""close""}","","GET /tienda1/global/estilos.css HTTP/1.1
User-Agent: Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)
Pragma: no-cache
Cache-Control: no-cache
Accept: text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5
Accept-Encoding: x-gzip, x-deflate, gzip, deflate
Accept-Charset: utf-8, utf-8;q=0.5, *;q=0.5
Accept-Language: en
Host: localhost:8080
Cookie: PRESENT
Connection: close","csic_normal"
"norm_csic_000008","0","csic_2010","data/csic_database.csv","GET","http://localhost:8080/tienda1/miembros/salir.jsp","/tienda1/miembros/salir.jsp","","{""User-Agent"": ""Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)"", ""Pragma"": ""no-cache"", ""Cache-Control"": ""no-cache"", ""Accept"": ""text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5"", ""Accept-Encoding"": ""x-gzip, x-deflate, gzip, deflate"", ""Accept-Charset"": ""utf-8, utf-8;q=0.5, *;q=0.5"", ""Accept-Language"": ""en"", ""Host"": ""localhost:8080"", ""Cookie"": ""PRESENT"", ""Connection"": ""close""}","","GET /tienda1/miembros/salir.jsp HTTP/1.1
User-Agent: Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)
Pragma: no-cache
Cache-Control: no-cache
Accept: text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5
Accept-Encoding: x-gzip, x-deflate, gzip, deflate
Accept-Charset: utf-8, utf-8;q=0.5, *;q=0.5
Accept-Language: en
Host: localhost:8080
Cookie: PRESENT
Connection: close","csic_normal"
"norm_csic_000009","0","csic_2010","data/csic_database.csv","POST","http://localhost:8080/tienda1/publico/entrar.jsp","/tienda1/publico/entrar.jsp","","{""User-Agent"": ""Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)"", ""Pragma"": ""no-cache"", ""Cache-Control"": ""no-cache"", ""Accept"": ""text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5"", ""Accept-Encoding"": ""x-gzip, x-deflate, gzip, deflate"", ""Accept-Charset"": ""utf-8, utf-8;q=0.5, *;q=0.5"", ""Accept-Language"": ""en"", ""Host"": ""localhost:8080"", ""Cookie"": ""PRESENT"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Connection"": ""close"", ""Content-Length"": ""33""}","errorMsg=Credenciales+incorrectas","POST /tienda1/publico/entrar.jsp HTTP/1.1
User-Agent: Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)
Pragma: no-cache
Cache-Control: no-cache
Accept: text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5
Accept-Encoding: x-gzip, x-deflate, gzip, deflate
Accept-Charset: utf-8, utf-8;q=0.5, *;q=0.5
Accept-Language: en
Host: localhost:8080
Cookie: PRESENT
Content-Type: application/x-www-form-urlencoded
Connection: close
Content-Length: 33

errorMsg=Credenciales+incorrectas","csic_normal"
"norm_csic_000010","0","csic_2010","data/csic_database.csv","GET","http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=aylmar6&pwd=ringle_ra&remember=on&B1=Entrar","/tienda1/publico/autenticar.jsp","modo=entrar&login=aylmar6&pwd=ringle_ra&remember=on&B1=Entrar","{""User-Agent"": ""Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)"", ""Pragma"": ""no-cache"", ""Cache-Control"": ""no-cache"", ""Accept"": ""text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5"", ""Accept-Encoding"": ""x-gzip, x-deflate, gzip, deflate"", ""Accept-Charset"": ""utf-8, utf-8;q=0.5, *;q=0.5"", ""Accept-Language"": ""en"", ""Host"": ""localhost:8080"", ""Cookie"": ""PRESENT"", ""Connection"": ""close""}","","GET /tienda1/publico/autenticar.jsp?modo=entrar&login=aylmar6&pwd=ringle_ra&remember=on&B1=Entrar HTTP/1.1
User-Agent: Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)
Pragma: no-cache
Cache-Control: no-cache
Accept: text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5
Accept-Encoding: x-gzip, x-deflate, gzip, deflate
Accept-Charset: utf-8, utf-8;q=0.5, *;q=0.5
Accept-Language: en
Host: localhost:8080
Cookie: PRESENT
Connection: close","csic_normal"
