"hash_type","hash","rows","labels","sources","notes","sample_ids","sample_method","sample_path","sample_query"
"payload_family_hash","d7e63abcdf6b04fb30ef1824","241","0","csic_2010","csic_normal","norm_csic_000122|norm_csic_000478|norm_csic_002591|norm_csic_000422|norm_csic_000704|norm_csic_001895|norm_csic_002149|norm_csic_002400|norm_csic_002750|norm_csic_001800","GET","/tienda1/imagenes/3.gif",""
"payload_family_hash","c7606de808ec010b8b66c149","182","0|1","csic_2010","csic_anomalous|csic_normal","norm_csic_001678|norm_csic_001675|norm_csic_000930|norm_csic_002320|norm_csic_002379|norm_csic_001783|norm_csic_001303|norm_csic_002270|norm_csic_001174|norm_csic_000338","GET","/tienda1/publico/caracteristicas.jsp","id=2"
"payload_family_hash","084203dfcf95096ca9fd53ce","175","0|1","csic_2010","csic_anomalous|csic_normal","norm_csic_001013|norm_csic_000320|norm_csic_000183|norm_csic_001674|norm_csic_000009|norm_csic_001731|norm_csic_001666|norm_csic_000343|norm_csic_001498|norm_csic_000052","GET","/tienda1/publico/entrar.jsp","errorMsg=Credenciales+incorrectas"
"payload_family_hash","6c3bbc92679ce99b94efebd5","170","0|1","csic_2010","csic_anomalous|csic_normal","norm_csic_000518|norm_csic_000581|norm_csic_001955|norm_csic_000195|norm_csic_000583|norm_csic_000304|norm_csic_000160|norm_csic_001971|norm_csic_002711|norm_csic_000257","GET","/tienda1/publico/vaciar.jsp","B2=Vaciar+carrito"
"payload_family_hash","22e089e7eeee5391a68a4f45","92","0","csic_2010","csic_normal","norm_csic_002271|norm_csic_000351|norm_csic_001982|norm_csic_000832|norm_csic_001320|norm_csic_001281|norm_csic_002626|norm_csic_001047|norm_csic_000327|norm_csic_000517","GET","/tienda1/global/titulo.jsp",""
"payload_family_hash","a651c678d326e8a28c1d3f78","92","0","csic_2010","csic_normal","norm_csic_000894|norm_csic_002083|norm_csic_001075|norm_csic_000981|norm_csic_000850|norm_csic_001134|norm_csic_001274|norm_csic_001806|norm_csic_000607|norm_csic_001338","GET","/tienda1/publico/productos.jsp",""
"payload_family_hash","b63a3bb5d32376902495c981","92","0","csic_2010","csic_normal","norm_csic_002872|norm_csic_001991|norm_csic_001430|norm_csic_001542|norm_csic_001065|norm_csic_001766|norm_csic_001250|norm_csic_000544|norm_csic_001680|norm_csic_000899","GET","/tienda1/miembros/salir.jsp",""
"payload_family_hash","f861c039827a9400959be5f4","91","0","csic_2010","csic_normal","norm_csic_002059|norm_csic_001180|norm_csic_002312|norm_csic_002459|norm_csic_000187|norm_csic_001095|norm_csic_000689|norm_csic_001620|norm_csic_002405|norm_csic_001388","GET","/tienda1/miembros/imagenes/ogono.jpg",""
"payload_family_hash","73eeb46dbdf8d2bebdfb76fa","89","0","csic_2010","csic_normal","norm_csic_002467|norm_csic_001140|norm_csic_002935|norm_csic_000857|norm_csic_001711|norm_csic_000095|norm_csic_000329|norm_csic_002465|norm_csic_002879|norm_csic_001308","GET","/tienda1/imagenes/nuestratierra.jpg",""
"payload_family_hash","8d09ea1084e8edd6277438c2","89","0","csic_2010","csic_normal","norm_csic_000792|norm_csic_001437|norm_csic_002573|norm_csic_000353|norm_csic_001927|norm_csic_000787|norm_csic_000355|norm_csic_000929|norm_csic_002829|norm_csic_002436","GET","/tienda1/global/creditos.jsp",""
"payload_family_hash","b8baee0938e92102b77bd7c7","89","0","csic_2010","csic_normal","norm_csic_001578|norm_csic_002776|norm_csic_001244|norm_csic_000835|norm_csic_002875|norm_csic_001419|norm_csic_002478|norm_csic_000415|norm_csic_000514|norm_csic_000661","GET","/tienda1/global/menum.jsp",""
"payload_family_hash","cdaf8f702f4b57182c4d0659","89","0","csic_2010","csic_normal","norm_csic_000005|norm_csic_001145|norm_csic_002336|norm_csic_002295|norm_csic_002193|norm_csic_002748|norm_csic_000513|norm_csic_002418|norm_csic_001294|norm_csic_002724","POST","/tienda1/publico/pagar.jsp",""
"payload_family_hash","da4ec34828d9b3419b8db2c0","88","0","csic_2010","csic_normal","norm_csic_002536|norm_csic_000569|norm_csic_002430|norm_csic_000167|norm_csic_002474|norm_csic_000874|norm_csic_001008|norm_csic_002118|norm_csic_002789|norm_csic_000542","GET","/tienda1/publico/miembros.jsp",""
